"icd","icddesc","icdvers","hcc2013","hccesrd","hcc","rxhcc","inhcc2013","inhccesrd","inhcc","inrxhcc","year"
"43491","Crbl art ocl NOS w infrc",9,96,100,100,97,"Yes","Yes","Yes","Yes",2014
"4350","Basilar artery syndrome ",9,,,,97,"No","No","No","Yes",2014
"4351","Vertebral artery syndrom",9,,,,97,"No","No","No","Yes",2014
"4352","Subclavian steal syndrom",9,,,,97,"No","No","No","Yes",2014
"4353","Vertbrobaslr artery synd",9,,,,97,"No","No","No","Yes",2014
"4358","Trans cereb ischemia NEC",9,,,,97,"No","No","No","Yes",2014
"4359","Trans cereb ischemia NOS",9,,,,97,"No","No","No","Yes",2014
"436","Cva ",9,96,100,100,97,"Yes","Yes","Yes","Yes",2014
"4370","Cerebral atherosclerosis",9,,,,97,"No","No","No","Yes",2014
"4371","Ac cerebrovasc insuf NOS",9,,,,97,"No","No","No","Yes",2014
"4372","Hypertens encephalopathy",9,,,,88,"No","No","No","Yes",2014
"4374","Cerebral arteritis ",9,,,,97,"No","No","No","Yes",2014
"4375","Moyamoya disease ",9,,,,97,"No","No","No","Yes",2014
"4376","Nonpyogen thrombos sinus",9,,,,97,"No","No","No","Yes",2014
"4378","Cerebrovasc disease NEC ",9,,,,97,"No","No","No","Yes",2014
"4379","Cerebrovasc disease NOS ",9,,,,97,"No","No","No","Yes",2014
"43820","Late ef-hemplga side NOS",9,100,103,103,,"Yes","Yes","Yes","No",2014
"43821","Late ef-hemplga dom side",9,100,103,103,,"Yes","Yes","Yes","No",2014
"43822","Late ef-hemiplga non-dom",9,100,103,103,,"Yes","Yes","Yes","No",2014
"43830","Late ef-mplga up lmb NOS",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43831","Late ef-mplga up lmb dom",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43832","Lt ef-mplga uplmb nondom",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43840","Lte ef-mplga low lmb NOS",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43841","Lte ef-mplga low lmb dom",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43842","Lt ef-mplga lowlmb nondm",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43850","Lt ef oth paral side NOS",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43851","Lt ef oth paral dom side",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43852","Lt ef oth parals non-dom",9,101,104,104,,"Yes","Yes","Yes","No",2014
"43853","Lt ef oth parals-bilat ",9,101,104,104,,"Yes","Yes","Yes","No",2014
"4400","Aortic atherosclerosis ",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"4401","Renal artery atheroscler",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44020","Athscl extrm ntv art NOS",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44021","Ath ext ntv at w claudct",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44022","Ath ext ntv at w rst pn ",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44023","Ath ext ntv art ulcrtion",9,104,106,106,,"Yes","Yes","Yes","No",2014
"44024","Ath ext ntv art gngrene ",9,104,106,106,,"Yes","Yes","Yes","No",2014
"44029","Athrsc extrm ntv art oth",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44030","Athscl extrm bps gft NOS",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44031","Ath ext autologs bps gft",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44032","Ath ext nonautlg bps gft",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"4404","Chr tot occl art extrem ",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44100","Dsct of aorta unsp site ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44101","Dsct of thoracic aorta ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44102","Dsct of abdominal aorta ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44103","Dsct of thoracoabd aorta",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4411","Ruptur thoracic aneurysm",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4412","Thoracic aortic aneurysm",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4413","Rupt abd aortic aneurysm",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4414","Abdom aortic aneurysm ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4415","Rupt aortic aneurysm NOS",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4416","Thoracoabd aneurysm rupt",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4417","Thracabd anurysm wo rupt",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4419","Aortic aneurysm NOS ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4420","Upper extremity aneurysm",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4421","Renal artery aneurysm ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4422","Iliac artery aneurysm ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4423","Lower extremity aneurysm",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44281","Aneurysm of neck ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44282","Subclavian aneurysm ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44283","Splenic artery aneurysm ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44284","Visceral aneurysm NEC ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44289","Aneurysm NEC ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4429","Aneurysm NOS ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4431","Thromboangiit obliterans",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44321","Dissect carotid artery ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44322","Dissection iliac artery ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44323","Dissection renal artery ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44324","Dissect vertebral artery",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44329","Dissection artery NEC ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44381","Angiopathy in other dis ",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44382","Erythromelalgia ",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44389","Periph vascular dis NEC ",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"4439","Periph vascular dis NOS ",9,105,108,108,101,"Yes","Yes","Yes","Yes",2014
"44401","Saddle embolus abd aorta",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44409","Ot art emb/thrm abd aort",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4441","Thoracic aortic embolism",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44421","Upper extremity embolism",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44422","Lower extremity embolism",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44481","Iliac artery embolism ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44489","Arterial embolism NEC ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4449","Arterial embolism NOS ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44501","Atheroembolism,upper ext",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44502","Atheroembolism,lower ext",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44581","Atheroembolism, kidney ",9,104,107,107,,"Yes","Yes","Yes","No",2014
"44589","Atheroembolism, site NEC",9,104,107,107,,"Yes","Yes","Yes","No",2014
"4460","Polyarteritis nodosa ",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"4461","Mucocutan lymph node syn",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"44620","Hypersensit angiitis NOS",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"44621","Goodpasture's syndrome ",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"44629","Hypersensit angiitis NEC",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"4463","Lethal midline granuloma",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"4464","Wegener's granulomatosis",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"4465","Giant cell arteritis ",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"4466","Thrombot microangiopathy",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"4467","Takayasu's disease ",9,38,40,40,42,"Yes","Yes","Yes","Yes",2014
"4470","Acq arterioven fistula ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4471","Stricture of artery ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4472","Rupture of artery ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4473","Renal artery hyperplasia",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4474","Celiac art compress syn ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4475","Necrosis of artery ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4476","Arteritis NOS ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44770","Aortic ectasia, site NOS",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44771","Thoracic aortic ectasia ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44772","Abdominal aortic ectasia",9,105,108,108,,"Yes","Yes","Yes","No",2014
"44773","Thoracoabd aortc ectasia",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4478","Arterial disease NEC ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4479","Arterial disease NOS ",9,105,108,108,,"Yes","Yes","Yes","No",2014
"4480","Heredit hemorr telangiec",9,105,108,108,,"Yes","Yes","Yes","No",2014
"449","Septic arterial embolism",9,104,107,107,,"Yes","Yes","Yes","No",2014
"45111","Femoral vein phlebitis ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45119","Deep phlebitis-leg NEC ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45181","Iliac thrombophlebitis ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45183","Phlbts deep vn up extrm ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"4530","Budd-chiari syndrome ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"4532","Oth inf vena cava thromb",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"4533","Renal vein thrombosis ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45340","Ac DVT/embl low ext NOS ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45341","Ac DVT/emb prox low ext ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45342","Ac DVT/emb distl low ext",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45350","Ch DVT/embl low ext NOS ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45351","Ch DVT/embl prox low ext",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45352","Ch DVT/embl dstl low ext",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45372","Ch DVT/embl up ext ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45374","Ch emblsm axillary veins",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45375","Ch emblsm subclav veins ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45376","Ch embl internl jug vein",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45377","Ch embl thorac vein NEC ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45382","Ac DVT/embl up ext ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45384","Ac emblsm axillary veins",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45385","Ac embl subclav veins ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45386","Ac embl internl jug vein",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"45387","Ac embl thorac vein NEC ",9,105,108,108,100,"Yes","Yes","Yes","Yes",2014
"4540","Leg varicosity w ulcer ",9,,107,107,,"No","Yes","Yes","No",2014
"4542","Varicos leg ulcer/inflam",9,,107,107,,"No","Yes","Yes","No",2014
"4560","Esophag varices w bleed ",9,25,27,27,,"Yes","Yes","Yes","No",2014
"4561","Esoph varices w/o bleed ",9,25,27,27,,"Yes","Yes","Yes","No",2014
"45620","Bleed esoph var oth dis ",9,25,27,27,,"Yes","Yes","Yes","No",2014
"45621","Esoph varice oth dis NOS",9,25,27,27,,"Yes","Yes","Yes","No",2014
"45911","Postphlebtc synd w ulcer",9,,107,107,,"No","Yes","Yes","No",2014
"45913","Postphl syn w ulc&inflam",9,,107,107,,"No","Yes","Yes","No",2014
"45931","Chr venous hyper w ulcer",9,,107,107,,"No","Yes","Yes","No",2014
"45933","Chr ven hyp w ulc&inflam",9,,107,107,,"No","Yes","Yes","No",2014
"481","Pneumococcal pneumonia ",9,112,115,115,,"Yes","Yes","Yes","No",2014
"4820","K. pneumoniae pneumonia ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"4821","Pseudomonal pneumonia ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"4822","H.influenzae pneumonia ",9,112,115,115,,"Yes","Yes","Yes","No",2014
"48230","Streptococcal pneumn NOS",9,112,115,115,,"Yes","Yes","Yes","No",2014
"48231","Pneumonia strptococcus a",9,112,115,115,,"Yes","Yes","Yes","No",2014
"48232","Pneumonia strptococcus b",9,112,115,115,,"Yes","Yes","Yes","No",2014
"48239","Pneumonia oth strep ",9,112,115,115,,"Yes","Yes","Yes","No",2014
"48240","Staphylococcal pneu NOS ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48241","Meth sus pneum d/t Staph",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48242","Meth res pneu d/t Staph ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48249","Staph pneumonia NEC ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48281","Pneumonia anaerobes ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48282","Pneumonia e coli ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48283","Pneumo oth grm-neg bact ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48284","Legionnaires' disease ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"48289","Pneumonia oth spcf bact ",9,111,114,114,106,"Yes","Yes","Yes","Yes",2014
"4841","Pneum w cytomeg incl dis",9,5,6,6,5,"Yes","Yes","Yes","Yes",2014
"4846","Pneum in aspergillosis ",9,112,6,6,5,"Yes","Yes","Yes","Yes",2014
"4847","Pneum in oth sys mycoses",9,112,115,115,106,"Yes","Yes","Yes","Yes",2014
"4910","Simple chr bronchitis ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"4911","Mucopurul chr bronchitis",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"49120","Obst chr bronc w/o exac ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"49121","Obs chr bronc w(ac) exac",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"49122","Obs chr bronc w ac bronc",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"4918","Chronic bronchitis NEC ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"4919","Chronic bronchitis NOS ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"4920","Emphysematous bleb ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"4928","Emphysema NEC ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"49300","Extrinsic asthma NOS ",9,,,,104,"No","No","No","Yes",2014
"49301","Ext asthma w status asth",9,,,,104,"No","No","No","Yes",2014
"49302","Ext asthma w(acute) exac",9,,,,104,"No","No","No","Yes",2014
"49310","Intrinsic asthma NOS ",9,,,,104,"No","No","No","Yes",2014
"49311","Int asthma w status asth",9,,,,104,"No","No","No","Yes",2014
"49312","Int asthma w (ac) exac ",9,,,,104,"No","No","No","Yes",2014
"49320","Chronic obst asthma NOS ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"49321","Ch ob asthma w stat asth",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"49322","Ch obst asth w (ac) exac",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"49381","Exercse ind bronchospasm",9,,,,104,"No","No","No","Yes",2014
"49382","Cough variant asthma ",9,,,,104,"No","No","No","Yes",2014
"49390","Asthma NOS ",9,,,,104,"No","No","No","Yes",2014
"49391","Asthma w status asthmat ",9,,,,104,"No","No","No","Yes",2014
"49392","Asthma NOS w (ac) exac ",9,,,,104,"No","No","No","Yes",2014
"4940","Bronchiectas w/o ac exac",9,,112,112,105,"No","Yes","Yes","Yes",2014
"4941","Bronchiectasis w ac exac",9,,112,112,105,"No","Yes","Yes","Yes",2014
"4950","Farmers' lung ",9,,112,112,,"No","Yes","Yes","No",2014
"4951","Bagassosis ",9,,112,112,,"No","Yes","Yes","No",2014
"4952","Bird-fanciers' lung ",9,,112,112,,"No","Yes","Yes","No",2014
"4953","Suberosis ",9,,112,112,,"No","Yes","Yes","No",2014
"4954","Malt workers' lung ",9,,112,112,,"No","Yes","Yes","No",2014
"4955","Mushroom workers' lung ",9,,112,112,,"No","Yes","Yes","No",2014
"4956","Mapl bark-stripprs' lung",9,,112,112,,"No","Yes","Yes","No",2014
"4957","""ventilation"" pneumonit ",9,,112,112,,"No","Yes","Yes","No",2014
"4958","Allerg alveol/pneum NEC ",9,,112,112,,"No","Yes","Yes","No",2014
"4959","Allerg alveol/pneum NOS ",9,,112,112,,"No","Yes","Yes","No",2014
"496","Chr airway obstruct NEC ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"500","Coal workers' pneumocon ",9,,112,112,,"No","Yes","Yes","No",2014
"501","Asbestosis ",9,,112,112,,"No","Yes","Yes","No",2014
"502","Silica pneumocon NEC ",9,,112,112,,"No","Yes","Yes","No",2014
"503","Inorg dust pneumocon NEC",9,,112,112,,"No","Yes","Yes","No",2014
"504","Dust pneumonopathy NEC ",9,,112,112,,"No","Yes","Yes","No",2014
"505","Pneumoconiosis NOS ",9,,112,112,,"No","Yes","Yes","No",2014
"5060","Fum/vapor bronc/pneumon ",9,,112,112,,"No","Yes","Yes","No",2014
"5061","Fum/vapor ac pulm edema ",9,,112,112,,"No","Yes","Yes","No",2014
"5062","Fum/vapor up resp inflam",9,,112,112,,"No","Yes","Yes","No",2014
"5063","Fum/vap ac resp cond NEC",9,,112,112,,"No","Yes","Yes","No",2014
"5064","Fum/vapor chr resp cond ",9,,112,112,,"No","Yes","Yes","No",2014
"5069","Fum/vapor resp cond NOS ",9,,112,112,,"No","Yes","Yes","No",2014
"5070","Food/vomit pneumonitis ",9,111,114,114,,"Yes","Yes","Yes","No",2014
"5071","Oil/essence pneumonitis ",9,111,114,114,,"Yes","Yes","Yes","No",2014
"5078","Solid/liq pneumonit NEC ",9,111,114,114,,"Yes","Yes","Yes","No",2014
"5080","Ac pul manif d/t radiat ",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5081","Chr pul manif d/t radiat",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5082","Resp cond dt smoke inhal",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5088","Resp cond: ext agent NEC",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5089","Resp cond: ext agent NOS",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5100","Empyema with fistula ",9,112,115,115,106,"Yes","Yes","Yes","Yes",2014
"5109","Empyema w/o fistula ",9,112,115,115,106,"Yes","Yes","Yes","Yes",2014
"5130","Abscess of lung ",9,112,115,115,106,"Yes","Yes","Yes","Yes",2014
"5131","Abscess of mediastinum ",9,112,115,115,106,"Yes","Yes","Yes","Yes",2014
"515","Postinflam pulm fibrosis",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5160","Pul alveolar proteinosis",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5161","Idio pulm hemosiderosis ",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5162","Pulm alveolar microlith ",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51630","Idiopath inters pneu NOS",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51631","Idiopath pulmon fibrosis",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51632","Idio non-spec inter pneu",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51633","Acute interstitial pneum",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51634","Resp brncio interst lung",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51635","Idiopth lym interst pneu",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51636","Cryptogenic organiz pneu",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51637","Desquamatv interst pneu ",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5164","Lymphangioleiomyomatosis",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5165","Adlt pul Langs cell hist",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51661","Neuroend cell hyprpl inf",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51662","Pulm interstitl glycogen",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51663","Surfactant mutation lung",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51664","Alv cap dysp w vn misaln",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51669","Oth intrst lung dis chld",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5168","Alveol pneumonopathy NEC",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5169","Alveol pneumonopathy NOS",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5171","Rheumatic pneumonia ",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5172","Syst sclerosis lung dis ",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5173","Acute chest syndrome ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"5178","Lung involv in oth dis ",9,,112,112,105,"No","Yes","Yes","Yes",2014
"5181","Interstitial emphysema ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"5182","Compensatory emphysema ",9,108,111,111,104,"Yes","Yes","Yes","Yes",2014
"5183","Pulmonary eosinophilia ",9,,112,112,,"No","Yes","Yes","No",2014
"5184","Acute lung edema NOS ",9,79,84,84,,"Yes","Yes","Yes","No",2014
"51851","Ac resp flr fol trma/srg",9,79,84,84,,"Yes","Yes","Yes","No",2014
"51852","Ot pul insuf fol trm/srg",9,79,84,84,,"Yes","Yes","Yes","No",2014
"51853","Ac/chr rsp flr fol tr/sg",9,79,84,84,,"Yes","Yes","Yes","No",2014
"5186","Alrgc brncpul asprglosis",9,,112,112,105,"No","Yes","Yes","Yes",2014
"51881","Acute respiratry failure",9,79,84,84,,"Yes","Yes","Yes","No",2014
"51882","Other pulmonary insuff ",9,79,84,84,,"Yes","Yes","Yes","No",2014
"51883","Chronic respiratory fail",9,79,84,84,,"Yes","Yes","Yes","No",2014
"51884","Acute & chronc resp fail",9,79,84,84,,"Yes","Yes","Yes","No",2014
"51900","Tracheostomy comp NOS ",9,77,82,82,,"Yes","Yes","Yes","No",2014
"51901","Tracheostomy infection ",9,77,82,82,,"Yes","Yes","Yes","No",2014
"51902","Tracheostomy - mech comp",9,77,82,82,,"Yes","Yes","Yes","No",2014
"51909","Tracheostomy comp NEC ",9,77,82,82,,"Yes","Yes","Yes","No",2014
"5300","Achalasia & cardiospasm ",9,,,,33,"No","No","No","Yes",2014
"53010","Esophagitis, unspecified",9,,,,33,"No","No","No","Yes",2014
"53011","Reflux esophagitis ",9,,,,33,"No","No","No","Yes",2014
"53012","Acute esophagitis ",9,,,,33,"No","No","No","Yes",2014
"53013","Eosinophilic esophagitis",9,,,,33,"No","No","No","Yes",2014
"53019","Other esophagitis ",9,,,,33,"No","No","No","Yes",2014
"5303","Esophageal stricture ",9,,,,33,"No","No","No","Yes",2014
"5304","Perforation of esophagus",9,,,,33,"No","No","No","Yes",2014
"5305","Dyskinesia of esophagus ",9,,,,33,"No","No","No","Yes",2014
"5306","Acq esophag diverticulum",9,,,,33,"No","No","No","Yes",2014
"53081","Esophageal reflux ",9,,,,33,"No","No","No","Yes",2014
"53083","Esophageal leukoplakia ",9,,,,33,"No","No","No","Yes",2014
"53084","Tracheoesophageal fstula",9,,,,33,"No","No","No","Yes",2014
"53085","Barrett's esophagus ",9,,,,33,"No","No","No","Yes",2014
"53086","Esophagostomy infection ",9,176,188,188,,"Yes","Yes","Yes","No",2014
"53087","Mech comp esophagostomy ",9,176,188,188,,"Yes","Yes","Yes","No",2014
"53089","Other dsrders esophagus ",9,,,,33,"No","No","No","Yes",2014
"5309","Esophageal disorder NOS ",9,,,,33,"No","No","No","Yes",2014
"53110","Ac stomach ulcer w perf ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53111","Ac stom ulc w perf-obst ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53120","Ac stomac ulc w hem/perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53121","Ac stom ulc hem/perf-obs",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53150","Chr stomach ulcer w perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53151","Chr stom ulc w perf-obst",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53160","Chr stomach ulc hem/perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53161","Chr stom ulc hem/perf-ob",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53210","Ac duodenal ulcer w perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53211","Ac duoden ulc perf-obstr",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53220","Ac duoden ulc w hem/perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53221","Ac duod ulc hem/perf-obs",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53250","Chr duoden ulcer w perf ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53251","Chr duoden ulc perf-obst",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53260","Chr duoden ulc hem/perf ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53261","Chr duod ulc hem/perf-ob",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53310","Ac peptic ulcer w perfor",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53311","Ac peptic ulc w perf-obs",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53320","Ac peptic ulc w hem/perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53321","Ac pept ulc hem/perf-obs",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53350","Chr peptic ulcer w perf ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53351","Chr peptic ulc perf-obst",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53360","Chr pept ulc w hem/perf ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53361","Chr pept ulc hem/perf-ob",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53410","Ac marginal ulcer w perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53411","Ac margin ulc w perf-obs",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53420","Ac margin ulc w hem/perf",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53421","Ac marg ulc hem/perf-obs",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53450","Chr marginal ulc w perf ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53451","Chr margin ulc perf-obst",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53460","Chr margin ulc hem/perf ",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53461","Chr marg ulc hem/perf-ob",9,31,33,33,,"Yes","Yes","Yes","No",2014
"53640","Gastrostomy comp NOS ",9,176,188,188,,"Yes","Yes","Yes","No",2014
